M1.a,Min. Metal1 width,0.16
M1.b,Min. Metal1 space or notch,0.18
M2.a,Min. Metal2 width,0.2
M2.b,Min. Metal2 space or notch,0.21
M3.a,Min. Metal3 width,0.2
M3.b,Min. Metal3 space or notch,0.21
M4.a,Min. Metal4 width,0.2
M4.b,Min. Metal4 space or notch,0.21
M5.a,Min. Metal5 width,0.2
M5.b,Min. Metal5 space or notch,0.21
