V1.a,Min. and max. Via1 width
V1.b,Min. Via1 space
V2.a,Min. and max. Via2 width
V2.b,Min. Via2 space
V3.a,Min. and max. Via3 width
V3.b,Min. Via3 space
V4.a,Min. and max. Via4 width
V4.b,Min. Via4 space
