V1.a,Min. and max. Via1 width,0.19
V1.b,Min. Via1 space,0.22
V2.a,Min. and max. Via2 width,0.19
V2.b,Min. Via2 space,0.22
V3.a,Min. and max. Via3 width,0.19
V3.b,Min. Via3 space,0.22
V4.a,Min. and max. Via4 width,0.19
V4.b,Min. Via4 space,0.22
